"stockid","stockid_orig","lh","id","ed","sigmaR","ar","sigmaC","ts","iter","bbmsy","bbmsy_status","ssp02","ssp13"
"DE_40%_ED0_0.2sr_0.8ar_0.2sc_60yr_9","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0.2,60,9,1.31254969082991,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_1","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,1,1.40163145104644,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_10","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,10,1.54212902635908,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_2","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,2,1.59896029619698,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_3","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,3,1.31326314733321,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_4","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,4,1.01846032440944,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_5","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,5,1.29432046154814,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_6","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,6,1.03994702291927,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_7","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,7,1.75897666551874,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_8","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,8,1.23752321175696,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_20yr_9","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0.8,0,20,9,1.31254969082991,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_1","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,1,1.40163145104644,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_10","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,10,1.54212902635908,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_2","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,2,1.59896029619698,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_3","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,3,1.31326314733321,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_4","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,4,1.01846032440944,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_5","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,5,1.29432046154814,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_6","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,6,1.03994702291927,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_7","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,7,1.75897666551874,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_8","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,8,1.23752321175696,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0.8ar_0sc_60yr_9","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0.8,0,60,9,1.31254969082991,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_1","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,1,1.17940914859353,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_10","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,10,1.35272975271941,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_2","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,2,1.31102684388091,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_3","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,3,1.35175824099798,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_4","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,4,1.38506233132939,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_5","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,5,1.43844454285601,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_6","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,6,1.28477810208823,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_7","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,7,1.55382206717748,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_8","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,8,1.523230729595,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_20yr_9","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0.2,20,9,1.52721273285558,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_1","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,1,1.17940914859353,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_10","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,10,1.35272975271941,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_2","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,2,1.31102684388091,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_3","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,3,1.35175824099798,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_4","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,4,1.38506233132939,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_5","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,5,1.43844454285601,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_6","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,6,1.28477810208823,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_7","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,7,1.55382206717748,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_8","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,8,1.523230729595,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0.2sc_60yr_9","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0.2,60,9,1.52721273285558,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_1","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,1,1.17940914859353,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_10","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,10,1.35272975271941,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_2","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,2,1.31102684388091,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_3","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,3,1.35175824099798,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_4","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,4,1.38506233132939,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_5","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,5,1.43844454285601,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_6","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,6,1.28477810208823,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_7","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,7,1.55382206717748,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_8","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,8,1.523230729595,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_20yr_9","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.2,0,0,20,9,1.52721273285558,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_1","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,1,1.17940914859353,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_10","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,10,1.35272975271941,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_2","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,2,1.31102684388091,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_3","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,3,1.35175824099798,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_4","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,4,1.38506233132939,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_5","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,5,1.43844454285601,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_6","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,6,1.28477810208823,"fully","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_7","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,7,1.55382206717748,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_8","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,8,1.523230729595,"under","fully exploited","developing"
"DE_40%_ED0_0.2sr_0ar_0sc_60yr_9","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.2,0,0,60,9,1.52721273285558,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_1","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,1,1.6142397815521,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_10","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,10,2.0899355306408,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_2","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,2,2.35961171348797,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_3","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,3,1.29579759775167,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_4","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,4,0.620238681785697,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_5","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,5,1.29396182276933,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_6","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,6,0.648028468927457,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_7","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,7,3.14562426202965,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_8","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,8,1.1274359314791,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_20yr_9","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0.2,20,9,1.31570783524614,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_1","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,1,1.6142397815521,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_10","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,10,2.0899355306408,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_2","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,2,2.35961171348797,"under","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_3","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,3,1.29579759775167,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_4","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,4,0.620238681785697,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_5","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,5,1.29396182276933,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_6","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,6,0.648028468927457,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_7","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,7,3.14562426202965,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_8","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,8,1.1274359314791,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0.2sc_60yr_9","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0.2,60,9,1.31570783524614,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_1","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,1,1.6142397815521,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_10","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,10,2.0899355306408,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_2","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,2,2.35961171348797,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_3","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,3,1.29579759775167,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_4","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,4,0.620238681785697,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_5","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,5,1.29396182276933,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_6","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,6,0.648028468927457,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_7","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,7,3.14562426202965,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_8","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,8,1.1274359314791,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_20yr_9","DE_ID60_AR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0.8,0,20,9,1.31570783524614,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_1","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,1,1.6142397815521,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_10","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,10,2.0899355306408,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_2","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,2,2.35961171348797,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_3","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,3,1.29579759775167,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_4","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,4,0.620238681785697,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_5","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,5,1.29396182276933,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_6","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,6,0.648028468927457,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_7","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,7,3.14562426202965,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_8","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,8,1.1274359314791,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0.8ar_0sc_60yr_9","DE_ID60_AR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0.8,0,60,9,1.31570783524614,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_1","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,1,0.943797788442657,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_10","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,10,1.5466982873335,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_2","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,2,1.41106330792601,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_3","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,3,1.54396548006538,"under","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_4","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,4,1.78103543456664,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_5","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,5,1.81003627162045,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_6","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,6,1.31412506916464,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_7","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,7,2.26219620436959,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_8","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,8,2.09225383689671,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_20yr_9","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0.2,20,9,2.09672088877345,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_1","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,1,0.943797788442657,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_10","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,10,1.5466982873335,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_2","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,2,1.41106330792601,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_3","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,3,1.54396548006538,"under","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_4","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,4,1.78103543456664,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_5","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,5,1.81003627162045,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_6","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,6,1.31412506916464,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_7","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,7,2.26219620436959,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_8","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,8,2.09225383689671,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0.2sc_60yr_9","DE_ID60_NR_ED0_SELF_UR0_TS60","DE",0.4,"ED0",0.6,0,0.2,60,9,2.09672088877345,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_1","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,1,0.943797788442657,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_10","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,10,1.5466982873335,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_2","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,2,1.41106330792601,"fully","overfished","overexploited"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_3","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,3,1.54396548006538,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_4","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,4,1.78103543456664,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_5","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,5,1.81003627162045,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_6","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,6,1.31412506916464,"fully","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_7","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,7,2.26219620436959,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_8","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,8,2.09225383689671,"under","fully exploited","developing"
"DE_40%_ED0_0.6sr_0ar_0sc_20yr_9","DE_ID60_NR_ED0_SELF_UR0_TS20","DE",0.4,"ED0",0.6,0,0,20,9,2.09672088877345,"under","fully exploited","developing"
